name,dex_num,type,is_pre_evolution,weight,gender_ratio,is_mythical,is_legendary,is_max,is_mega,mandatory_item_name,base_stats
Sceptile,254,"[""Grass""]",0,52.2,0.875,0,0,0,0,,"{""hp"": 70, ""atk"": 85, ""def"": 65, ""spa"": 105, ""spd"": 85, ""spe"": 120}"
Sceptile-Mega,254,"[""Grass"", ""Dragon""]",0,55.2,0.875,0,0,0,1,Sceptilite,"{""hp"": 70, ""atk"": 110, ""def"": 75, ""spa"": 145, ""spd"": 85, ""spe"": 145}"
Torchic,255,"[""Fire""]",1,2.5,0.875,0,0,0,0,,"{""hp"": 45, ""atk"": 60, ""def"": 40, ""spa"": 70, ""spd"": 50, ""spe"": 45}"
Combusken,256,"[""Fire"", ""Fighting""]",1,19.5,0.875,0,0,0,0,,"{""hp"": 60, ""atk"": 85, ""def"": 60, ""spa"": 85, ""spd"": 60, ""spe"": 55}"
Blaziken,257,"[""Fire"", ""Fighting""]",0,52,0.875,0,0,0,0,,"{""hp"": 80, ""atk"": 120, ""def"": 70, ""spa"": 110, ""spd"": 70, ""spe"": 80}"
Blaziken-Mega,257,"[""Fire"", ""Fighting""]",0,52,0.875,0,0,0,1,Blazikenite,"{""hp"": 80, ""atk"": 160, ""def"": 80, ""spa"": 130, ""spd"": 80, ""spe"": 100}"
Mudkip,258,"[""Water""]",1,7.6,0.875,0,0,0,0,,"{""hp"": 50, ""atk"": 70, ""def"": 50, ""spa"": 50, ""spd"": 50, ""spe"": 40}"
Marshtomp,259,"[""Water"", ""Ground""]",1,28,0.875,0,0,0,0,,"{""hp"": 70, ""atk"": 85, ""def"": 70, ""spa"": 60, ""spd"": 70, ""spe"": 50}"
Swampert,260,"[""Water"", ""Ground""]",0,81.9,0.875,0,0,0,0,,"{""hp"": 100, ""atk"": 110, ""def"": 90, ""spa"": 85, ""spd"": 90, ""spe"": 60}"
Swampert-Mega,260,"[""Water"", ""Ground""]",0,102,0.875,0,0,0,1,Swampertite,"{""hp"": 100, ""atk"": 150, ""def"": 110, ""spa"": 95, ""spd"": 110, ""spe"": 70}"
Poochyena,261,"[""Dark""]",1,13.6,,0,0,0,0,,"{""hp"": 35, ""atk"": 55, ""def"": 35, ""spa"": 30, ""spd"": 30, ""spe"": 35}"
Mightyena,262,"[""Dark""]",0,37,,0,0,0,0,,"{""hp"": 70, ""atk"": 90, ""def"": 70, ""spa"": 60, ""spd"": 60, ""spe"": 70}"
Zigzagoon,263,"[""Normal""]",1,17.5,,0,0,0,0,,"{""hp"": 38, ""atk"": 30, ""def"": 41, ""spa"": 30, ""spd"": 41, ""spe"": 60}"
Zigzagoon-Galar,263,"[""Dark"", ""Normal""]",1,17.5,,0,0,0,0,,"{""hp"": 38, ""atk"": 30, ""def"": 41, ""spa"": 30, ""spd"": 41, ""spe"": 60}"
Linoone,264,"[""Normal""]",0,32.5,,0,0,0,0,,"{""hp"": 78, ""atk"": 70, ""def"": 61, ""spa"": 50, ""spd"": 61, ""spe"": 100}"
Linoone-Galar,264,"[""Dark"", ""Normal""]",1,32.5,,0,0,0,0,,"{""hp"": 78, ""atk"": 70, ""def"": 61, ""spa"": 50, ""spd"": 61, ""spe"": 100}"
Wurmple,265,"[""Bug""]",1,3.6,,0,0,0,0,,"{""hp"": 45, ""atk"": 45, ""def"": 35, ""spa"": 20, ""spd"": 30, ""spe"": 20}"
Silcoon,266,"[""Bug""]",1,10,,0,0,0,0,,"{""hp"": 50, ""atk"": 35, ""def"": 55, ""spa"": 25, ""spd"": 25, ""spe"": 15}"
Beautifly,267,"[""Bug"", ""Flying""]",0,28.4,,0,0,0,0,,"{""hp"": 60, ""atk"": 70, ""def"": 50, ""spa"": 100, ""spd"": 50, ""spe"": 65}"
Cascoon,268,"[""Bug""]",1,11.5,,0,0,0,0,,"{""hp"": 50, ""atk"": 35, ""def"": 55, ""spa"": 25, ""spd"": 25, ""spe"": 15}"
Dustox,269,"[""Bug"", ""Poison""]",0,31.6,,0,0,0,0,,"{""hp"": 60, ""atk"": 50, ""def"": 70, ""spa"": 50, ""spd"": 90, ""spe"": 65}"
Lotad,270,"[""Water"", ""Grass""]",1,2.6,,0,0,0,0,,"{""hp"": 40, ""atk"": 30, ""def"": 30, ""spa"": 40, ""spd"": 50, ""spe"": 30}"
Lombre,271,"[""Water"", ""Grass""]",1,32.5,,0,0,0,0,,"{""hp"": 60, ""atk"": 50, ""def"": 50, ""spa"": 60, ""spd"": 70, ""spe"": 50}"
Ludicolo,272,"[""Water"", ""Grass""]",0,55,,0,0,0,0,,"{""hp"": 80, ""atk"": 70, ""def"": 70, ""spa"": 90, ""spd"": 100, ""spe"": 70}"
Seedot,273,"[""Grass""]",1,4,,0,0,0,0,,"{""hp"": 40, ""atk"": 40, ""def"": 50, ""spa"": 30, ""spd"": 30, ""spe"": 30}"
Nuzleaf,274,"[""Grass"", ""Dark""]",1,28,,0,0,0,0,,"{""hp"": 70, ""atk"": 70, ""def"": 40, ""spa"": 60, ""spd"": 40, ""spe"": 60}"
Shiftry,275,"[""Grass"", ""Dark""]",0,59.6,,0,0,0,0,,"{""hp"": 90, ""atk"": 100, ""def"": 60, ""spa"": 90, ""spd"": 60, ""spe"": 80}"
Taillow,276,"[""Normal"", ""Flying""]",1,2.3,,0,0,0,0,,"{""hp"": 40, ""atk"": 55, ""def"": 30, ""spa"": 30, ""spd"": 30, ""spe"": 85}"
Swellow,277,"[""Normal"", ""Flying""]",0,19.8,,0,0,0,0,,"{""hp"": 60, ""atk"": 85, ""def"": 60, ""spa"": 75, ""spd"": 50, ""spe"": 125}"
Wingull,278,"[""Water"", ""Flying""]",1,9.5,,0,0,0,0,,"{""hp"": 40, ""atk"": 30, ""def"": 30, ""spa"": 55, ""spd"": 30, ""spe"": 85}"
Pelipper,279,"[""Water"", ""Flying""]",0,28,,0,0,0,0,,"{""hp"": 60, ""atk"": 50, ""def"": 100, ""spa"": 95, ""spd"": 70, ""spe"": 65}"
Ralts,280,"[""Psychic"", ""Fairy""]",1,6.6,,0,0,0,0,,"{""hp"": 28, ""atk"": 25, ""def"": 25, ""spa"": 45, ""spd"": 35, ""spe"": 40}"
Kirlia,281,"[""Psychic"", ""Fairy""]",1,20.2,,0,0,0,0,,"{""hp"": 38, ""atk"": 35, ""def"": 35, ""spa"": 65, ""spd"": 55, ""spe"": 50}"
Gardevoir,282,"[""Psychic"", ""Fairy""]",0,48.4,,0,0,0,0,,"{""hp"": 68, ""atk"": 65, ""def"": 65, ""spa"": 125, ""spd"": 115, ""spe"": 80}"
Gardevoir-Mega,282,"[""Psychic"", ""Fairy""]",0,48.4,,0,0,0,1,Gardevoirite,"{""hp"": 68, ""atk"": 85, ""def"": 65, ""spa"": 165, ""spd"": 135, ""spe"": 100}"
Surskit,283,"[""Bug"", ""Water""]",1,1.7,,0,0,0,0,,"{""hp"": 40, ""atk"": 30, ""def"": 32, ""spa"": 50, ""spd"": 52, ""spe"": 65}"
Masquerain,284,"[""Bug"", ""Flying""]",0,3.6,,0,0,0,0,,"{""hp"": 70, ""atk"": 60, ""def"": 62, ""spa"": 100, ""spd"": 82, ""spe"": 80}"
Shroomish,285,"[""Grass""]",1,4.5,,0,0,0,0,,"{""hp"": 60, ""atk"": 40, ""def"": 60, ""spa"": 40, ""spd"": 60, ""spe"": 35}"
Breloom,286,"[""Grass"", ""Fighting""]",0,39.2,,0,0,0,0,,"{""hp"": 60, ""atk"": 130, ""def"": 80, ""spa"": 60, ""spd"": 60, ""spe"": 70}"
Slakoth,287,"[""Normal""]",1,24,,0,0,0,0,,"{""hp"": 60, ""atk"": 60, ""def"": 60, ""spa"": 35, ""spd"": 35, ""spe"": 30}"
Vigoroth,288,"[""Normal""]",1,46.5,,0,0,0,0,,"{""hp"": 80, ""atk"": 80, ""def"": 80, ""spa"": 55, ""spd"": 55, ""spe"": 90}"
Slaking,289,"[""Normal""]",0,130.5,,0,0,0,0,,"{""hp"": 150, ""atk"": 160, ""def"": 100, ""spa"": 95, ""spd"": 65, ""spe"": 100}"
Nincada,290,"[""Bug"", ""Ground""]",1,5.5,,0,0,0,0,,"{""hp"": 31, ""atk"": 45, ""def"": 90, ""spa"": 30, ""spd"": 30, ""spe"": 40}"
Ninjask,291,"[""Bug"", ""Flying""]",0,12,,0,0,0,0,,"{""hp"": 61, ""atk"": 90, ""def"": 45, ""spa"": 50, ""spd"": 50, ""spe"": 160}"
Shedinja,292,"[""Bug"", ""Ghost""]",0,1.2,,0,0,0,0,,"{""hp"": 1, ""atk"": 90, ""def"": 45, ""spa"": 30, ""spd"": 30, ""spe"": 40}"
Whismur,293,"[""Normal""]",1,16.3,,0,0,0,0,,"{""hp"": 64, ""atk"": 51, ""def"": 23, ""spa"": 51, ""spd"": 23, ""spe"": 28}"
Loudred,294,"[""Normal""]",1,40.5,,0,0,0,0,,"{""hp"": 84, ""atk"": 71, ""def"": 43, ""spa"": 71, ""spd"": 43, ""spe"": 48}"
Exploud,295,"[""Normal""]",0,84,,0,0,0,0,,"{""hp"": 104, ""atk"": 91, ""def"": 63, ""spa"": 91, ""spd"": 73, ""spe"": 68}"
Makuhita,296,"[""Fighting""]",1,86.4,0.75,0,0,0,0,,"{""hp"": 72, ""atk"": 60, ""def"": 30, ""spa"": 20, ""spd"": 30, ""spe"": 25}"
Hariyama,297,"[""Fighting""]",0,253.8,0.75,0,0,0,0,,"{""hp"": 144, ""atk"": 120, ""def"": 60, ""spa"": 40, ""spd"": 60, ""spe"": 50}"
Azurill,298,"[""Normal"", ""Fairy""]",1,2,0.25,0,0,0,0,,"{""hp"": 50, ""atk"": 20, ""def"": 40, ""spa"": 20, ""spd"": 40, ""spe"": 20}"
Nosepass,299,"[""Rock""]",1,97,,0,0,0,0,,"{""hp"": 30, ""atk"": 45, ""def"": 135, ""spa"": 45, ""spd"": 90, ""spe"": 30}"
Skitty,300,"[""Normal""]",1,11,0.25,0,0,0,0,,"{""hp"": 50, ""atk"": 45, ""def"": 45, ""spa"": 35, ""spd"": 35, ""spe"": 50}"
Delcatty,301,"[""Normal""]",0,32.6,0.25,0,0,0,0,,"{""hp"": 70, ""atk"": 65, ""def"": 65, ""spa"": 55, ""spd"": 55, ""spe"": 90}"
Sableye,302,"[""Dark"", ""Ghost""]",0,11,,0,0,0,0,,"{""hp"": 50, ""atk"": 75, ""def"": 75, ""spa"": 65, ""spd"": 65, ""spe"": 50}"
Sableye-Mega,302,"[""Dark"", ""Ghost""]",0,161,,0,0,0,1,Sablenite,"{""hp"": 50, ""atk"": 85, ""def"": 125, ""spa"": 85, ""spd"": 115, ""spe"": 20}"
Mawile,303,"[""Steel"", ""Fairy""]",0,11.5,,0,0,0,0,,"{""hp"": 50, ""atk"": 85, ""def"": 85, ""spa"": 55, ""spd"": 55, ""spe"": 50}"
Mawile-Mega,303,"[""Steel"", ""Fairy""]",0,23.5,,0,0,0,1,Mawilite,"{""hp"": 50, ""atk"": 105, ""def"": 125, ""spa"": 55, ""spd"": 95, ""spe"": 50}"
Aron,304,"[""Steel"", ""Rock""]",1,60,,0,0,0,0,,"{""hp"": 50, ""atk"": 70, ""def"": 100, ""spa"": 40, ""spd"": 40, ""spe"": 30}"
Lairon,305,"[""Steel"", ""Rock""]",1,120,,0,0,0,0,,"{""hp"": 60, ""atk"": 90, ""def"": 140, ""spa"": 50, ""spd"": 50, ""spe"": 40}"
Aggron,306,"[""Steel"", ""Rock""]",0,360,,0,0,0,0,,"{""hp"": 70, ""atk"": 110, ""def"": 180, ""spa"": 60, ""spd"": 60, ""spe"": 50}"
Aggron-Mega,306,"[""Steel""]",0,395,,0,0,0,1,Aggronite,"{""hp"": 70, ""atk"": 140, ""def"": 230, ""spa"": 60, ""spd"": 80, ""spe"": 50}"
Meditite,307,"[""Fighting"", ""Psychic""]",1,11.2,,0,0,0,0,,"{""hp"": 30, ""atk"": 40, ""def"": 55, ""spa"": 40, ""spd"": 55, ""spe"": 60}"
Medicham,308,"[""Fighting"", ""Psychic""]",0,31.5,,0,0,0,0,,"{""hp"": 60, ""atk"": 60, ""def"": 75, ""spa"": 60, ""spd"": 75, ""spe"": 80}"
Medicham-Mega,308,"[""Fighting"", ""Psychic""]",0,31.5,,0,0,0,1,Medichamite,"{""hp"": 60, ""atk"": 100, ""def"": 85, ""spa"": 80, ""spd"": 85, ""spe"": 100}"
Electrike,309,"[""Electric""]",1,15.2,,0,0,0,0,,"{""hp"": 40, ""atk"": 45, ""def"": 40, ""spa"": 65, ""spd"": 40, ""spe"": 65}"
Manectric,310,"[""Electric""]",0,40.2,,0,0,0,0,,"{""hp"": 70, ""atk"": 75, ""def"": 60, ""spa"": 105, ""spd"": 60, ""spe"": 105}"
Manectric-Mega,310,"[""Electric""]",0,44,,0,0,0,1,Manectite,"{""hp"": 70, ""atk"": 75, ""def"": 80, ""spa"": 135, ""spd"": 80, ""spe"": 135}"
Plusle,311,"[""Electric""]",0,4.2,,0,0,0,0,,"{""hp"": 60, ""atk"": 50, ""def"": 40, ""spa"": 85, ""spd"": 75, ""spe"": 95}"
Minun,312,"[""Electric""]",0,4.2,,0,0,0,0,,"{""hp"": 60, ""atk"": 40, ""def"": 50, ""spa"": 75, ""spd"": 85, ""spe"": 95}"
Volbeat,313,"[""Bug""]",0,17.7,,0,0,0,0,,"{""hp"": 65, ""atk"": 73, ""def"": 75, ""spa"": 47, ""spd"": 85, ""spe"": 85}"
Illumise,314,"[""Bug""]",0,17.7,,0,0,0,0,,"{""hp"": 65, ""atk"": 47, ""def"": 75, ""spa"": 73, ""spd"": 85, ""spe"": 85}"
Roselia,315,"[""Grass"", ""Poison""]",1,2,,0,0,0,0,,"{""hp"": 50, ""atk"": 60, ""def"": 45, ""spa"": 100, ""spd"": 80, ""spe"": 65}"
Gulpin,316,"[""Poison""]",1,10.3,,0,0,0,0,,"{""hp"": 70, ""atk"": 43, ""def"": 53, ""spa"": 43, ""spd"": 53, ""spe"": 40}"
Swalot,317,"[""Poison""]",0,80,,0,0,0,0,,"{""hp"": 100, ""atk"": 73, ""def"": 83, ""spa"": 73, ""spd"": 83, ""spe"": 55}"
Carvanha,318,"[""Water"", ""Dark""]",1,20.8,,0,0,0,0,,"{""hp"": 45, ""atk"": 90, ""def"": 20, ""spa"": 65, ""spd"": 20, ""spe"": 65}"
Sharpedo,319,"[""Water"", ""Dark""]",0,88.8,,0,0,0,0,,"{""hp"": 70, ""atk"": 120, ""def"": 40, ""spa"": 95, ""spd"": 40, ""spe"": 95}"
Sharpedo-Mega,319,"[""Water"", ""Dark""]",0,130.3,,0,0,0,1,Sharpedonite,"{""hp"": 70, ""atk"": 140, ""def"": 70, ""spa"": 110, ""spd"": 65, ""spe"": 105}"
Wailmer,320,"[""Water""]",1,130,,0,0,0,0,,"{""hp"": 130, ""atk"": 70, ""def"": 35, ""spa"": 70, ""spd"": 35, ""spe"": 60}"
Wailord,321,"[""Water""]",0,398,,0,0,0,0,,"{""hp"": 170, ""atk"": 90, ""def"": 45, ""spa"": 90, ""spd"": 45, ""spe"": 60}"
Numel,322,"[""Fire"", ""Ground""]",1,24,,0,0,0,0,,"{""hp"": 60, ""atk"": 60, ""def"": 40, ""spa"": 65, ""spd"": 45, ""spe"": 35}"
Camerupt,323,"[""Fire"", ""Ground""]",0,220,,0,0,0,0,,"{""hp"": 70, ""atk"": 100, ""def"": 70, ""spa"": 105, ""spd"": 75, ""spe"": 40}"
Camerupt-Mega,323,"[""Fire"", ""Ground""]",0,320.5,,0,0,0,1,Cameruptite,"{""hp"": 70, ""atk"": 120, ""def"": 100, ""spa"": 145, ""spd"": 105, ""spe"": 20}"
Torkoal,324,"[""Fire""]",0,80.4,,0,0,0,0,,"{""hp"": 70, ""atk"": 85, ""def"": 140, ""spa"": 85, ""spd"": 70, ""spe"": 20}"
Spoink,325,"[""Psychic""]",1,30.6,,0,0,0,0,,"{""hp"": 60, ""atk"": 25, ""def"": 35, ""spa"": 70, ""spd"": 80, ""spe"": 60}"
Grumpig,326,"[""Psychic""]",0,71.5,,0,0,0,0,,"{""hp"": 80, ""atk"": 45, ""def"": 65, ""spa"": 90, ""spd"": 110, ""spe"": 80}"
Spinda,327,"[""Normal""]",0,5,,0,0,0,0,,"{""hp"": 60, ""atk"": 60, ""def"": 60, ""spa"": 60, ""spd"": 60, ""spe"": 60}"
Trapinch,328,"[""Ground""]",1,15,,0,0,0,0,,"{""hp"": 45, ""atk"": 100, ""def"": 45, ""spa"": 45, ""spd"": 45, ""spe"": 10}"
Vibrava,329,"[""Ground"", ""Dragon""]",1,15.3,,0,0,0,0,,"{""hp"": 50, ""atk"": 70, ""def"": 50, ""spa"": 50, ""spd"": 50, ""spe"": 70}"
Flygon,330,"[""Ground"", ""Dragon""]",0,82,,0,0,0,0,,"{""hp"": 80, ""atk"": 100, ""def"": 80, ""spa"": 80, ""spd"": 80, ""spe"": 100}"
Cacnea,331,"[""Grass""]",1,51.3,,0,0,0,0,,"{""hp"": 50, ""atk"": 85, ""def"": 40, ""spa"": 85, ""spd"": 40, ""spe"": 35}"
Cacturne,332,"[""Grass"", ""Dark""]",0,77.4,,0,0,0,0,,"{""hp"": 70, ""atk"": 115, ""def"": 60, ""spa"": 115, ""spd"": 60, ""spe"": 55}"
Swablu,333,"[""Normal"", ""Flying""]",1,1.2,,0,0,0,0,,"{""hp"": 45, ""atk"": 40, ""def"": 60, ""spa"": 40, ""spd"": 75, ""spe"": 50}"
Altaria,334,"[""Dragon"", ""Flying""]",0,20.6,,0,0,0,0,,"{""hp"": 75, ""atk"": 70, ""def"": 90, ""spa"": 70, ""spd"": 105, ""spe"": 80}"
Altaria-Mega,334,"[""Dragon"", ""Fairy""]",0,20.6,,0,0,0,1,Altarianite,"{""hp"": 75, ""atk"": 110, ""def"": 110, ""spa"": 110, ""spd"": 105, ""spe"": 80}"
Zangoose,335,"[""Normal""]",0,40.3,,0,0,0,0,,"{""hp"": 73, ""atk"": 115, ""def"": 60, ""spa"": 60, ""spd"": 60, ""spe"": 90}"
Seviper,336,"[""Poison""]",0,52.5,,0,0,0,0,,"{""hp"": 73, ""atk"": 100, ""def"": 60, ""spa"": 100, ""spd"": 60, ""spe"": 65}"
Lunatone,337,"[""Rock"", ""Psychic""]",0,168,,0,0,0,0,,"{""hp"": 90, ""atk"": 55, ""def"": 65, ""spa"": 95, ""spd"": 85, ""spe"": 70}"
Solrock,338,"[""Rock"", ""Psychic""]",0,154,,0,0,0,0,,"{""hp"": 90, ""atk"": 95, ""def"": 85, ""spa"": 55, ""spd"": 65, ""spe"": 70}"
Barboach,339,"[""Water"", ""Ground""]",1,1.9,,0,0,0,0,,"{""hp"": 50, ""atk"": 48, ""def"": 43, ""spa"": 46, ""spd"": 41, ""spe"": 60}"
Whiscash,340,"[""Water"", ""Ground""]",0,23.6,,0,0,0,0,,"{""hp"": 110, ""atk"": 78, ""def"": 73, ""spa"": 76, ""spd"": 71, ""spe"": 60}"
Corphish,341,"[""Water""]",1,11.5,,0,0,0,0,,"{""hp"": 43, ""atk"": 80, ""def"": 65, ""spa"": 50, ""spd"": 35, ""spe"": 35}"
Crawdaunt,342,"[""Water"", ""Dark""]",0,32.8,,0,0,0,0,,"{""hp"": 63, ""atk"": 120, ""def"": 85, ""spa"": 90, ""spd"": 55, ""spe"": 55}"
Baltoy,343,"[""Ground"", ""Psychic""]",1,21.5,,0,0,0,0,,"{""hp"": 40, ""atk"": 40, ""def"": 55, ""spa"": 40, ""spd"": 70, ""spe"": 55}"
Claydol,344,"[""Ground"", ""Psychic""]",0,108,,0,0,0,0,,"{""hp"": 60, ""atk"": 70, ""def"": 105, ""spa"": 70, ""spd"": 120, ""spe"": 75}"
Lileep,345,"[""Rock"", ""Grass""]",1,23.8,0.875,0,0,0,0,,"{""hp"": 66, ""atk"": 41, ""def"": 77, ""spa"": 61, ""spd"": 87, ""spe"": 23}"
Cradily,346,"[""Rock"", ""Grass""]",0,60.4,0.875,0,0,0,0,,"{""hp"": 86, ""atk"": 81, ""def"": 97, ""spa"": 81, ""spd"": 107, ""spe"": 43}"
Anorith,347,"[""Rock"", ""Bug""]",1,12.5,0.875,0,0,0,0,,"{""hp"": 45, ""atk"": 95, ""def"": 50, ""spa"": 40, ""spd"": 50, ""spe"": 75}"
Armaldo,348,"[""Rock"", ""Bug""]",0,68.2,0.875,0,0,0,0,,"{""hp"": 75, ""atk"": 125, ""def"": 100, ""spa"": 70, ""spd"": 80, ""spe"": 45}"
Feebas,349,"[""Water""]",1,7.4,,0,0,0,0,,"{""hp"": 20, ""atk"": 15, ""def"": 20, ""spa"": 10, ""spd"": 55, ""spe"": 80}"
Milotic,350,"[""Water""]",0,162,,0,0,0,0,,"{""hp"": 95, ""atk"": 60, ""def"": 79, ""spa"": 100, ""spd"": 125, ""spe"": 81}"
Castform,351,"[""Normal""]",0,0.8,,0,0,0,0,,"{""hp"": 70, ""atk"": 70, ""def"": 70, ""spa"": 70, ""spd"": 70, ""spe"": 70}"
Castform-Sunny,351,"[""Fire""]",0,0.8,,0,0,0,0,,"{""hp"": 70, ""atk"": 70, ""def"": 70, ""spa"": 70, ""spd"": 70, ""spe"": 70}"
Castform-Rainy,351,"[""Water""]",0,0.8,,0,0,0,0,,"{""hp"": 70, ""atk"": 70, ""def"": 70, ""spa"": 70, ""spd"": 70, ""spe"": 70}"
Castform-Snowy,351,"[""Ice""]",0,0.8,,0,0,0,0,,"{""hp"": 70, ""atk"": 70, ""def"": 70, ""spa"": 70, ""spd"": 70, ""spe"": 70}"
Kecleon,352,"[""Normal""]",0,22,,0,0,0,0,,"{""hp"": 60, ""atk"": 90, ""def"": 70, ""spa"": 60, ""spd"": 120, ""spe"": 40}"
Shuppet,353,"[""Ghost""]",1,2.3,,0,0,0,0,,"{""hp"": 44, ""atk"": 75, ""def"": 35, ""spa"": 63, ""spd"": 33, ""spe"": 45}"
Banette,354,"[""Ghost""]",0,12.5,,0,0,0,0,,"{""hp"": 64, ""atk"": 115, ""def"": 65, ""spa"": 83, ""spd"": 63, ""spe"": 65}"
Banette-Mega,354,"[""Ghost""]",0,13,,0,0,0,1,Banettite,"{""hp"": 64, ""atk"": 165, ""def"": 75, ""spa"": 93, ""spd"": 83, ""spe"": 75}"
Duskull,355,"[""Ghost""]",1,15,,0,0,0,0,,"{""hp"": 20, ""atk"": 40, ""def"": 90, ""spa"": 30, ""spd"": 90, ""spe"": 25}"
Dusclops,356,"[""Ghost""]",1,30.6,,0,0,0,0,,"{""hp"": 40, ""atk"": 70, ""def"": 130, ""spa"": 60, ""spd"": 130, ""spe"": 25}"
Tropius,357,"[""Grass"", ""Flying""]",0,100,,0,0,0,0,,"{""hp"": 99, ""atk"": 68, ""def"": 83, ""spa"": 72, ""spd"": 87, ""spe"": 51}"
Chimecho,358,"[""Psychic""]",0,1,,0,0,0,0,,"{""hp"": 75, ""atk"": 50, ""def"": 80, ""spa"": 95, ""spd"": 90, ""spe"": 65}"
Absol,359,"[""Dark""]",0,47,,0,0,0,0,,"{""hp"": 65, ""atk"": 130, ""def"": 60, ""spa"": 75, ""spd"": 60, ""spe"": 75}"
Absol-Mega,359,"[""Dark""]",0,49,,0,0,0,1,Absolite,"{""hp"": 65, ""atk"": 150, ""def"": 60, ""spa"": 115, ""spd"": 60, ""spe"": 115}"
Wynaut,360,"[""Psychic""]",1,14,,0,0,0,0,,"{""hp"": 95, ""atk"": 23, ""def"": 48, ""spa"": 23, ""spd"": 48, ""spe"": 23}"
Snorunt,361,"[""Ice""]",1,16.8,,0,0,0,0,,"{""hp"": 50, ""atk"": 50, ""def"": 50, ""spa"": 50, ""spd"": 50, ""spe"": 50}"
Glalie,362,"[""Ice""]",0,256.5,,0,0,0,0,,"{""hp"": 80, ""atk"": 80, ""def"": 80, ""spa"": 80, ""spd"": 80, ""spe"": 80}"
Glalie-Mega,362,"[""Ice""]",0,350.2,,0,0,0,1,Glalitite,"{""hp"": 80, ""atk"": 120, ""def"": 80, ""spa"": 120, ""spd"": 80, ""spe"": 100}"
Spheal,363,"[""Ice"", ""Water""]",1,39.5,,0,0,0,0,,"{""hp"": 70, ""atk"": 40, ""def"": 50, ""spa"": 55, ""spd"": 50, ""spe"": 25}"
Sealeo,364,"[""Ice"", ""Water""]",1,87.6,,0,0,0,0,,"{""hp"": 90, ""atk"": 60, ""def"": 70, ""spa"": 75, ""spd"": 70, ""spe"": 45}"
Walrein,365,"[""Ice"", ""Water""]",0,150.6,,0,0,0,0,,"{""hp"": 110, ""atk"": 80, ""def"": 90, ""spa"": 95, ""spd"": 90, ""spe"": 65}"
Clamperl,366,"[""Water""]",1,52.5,,0,0,0,0,,"{""hp"": 35, ""atk"": 64, ""def"": 85, ""spa"": 74, ""spd"": 55, ""spe"": 32}"
Huntail,367,"[""Water""]",0,27,,0,0,0,0,,"{""hp"": 55, ""atk"": 104, ""def"": 105, ""spa"": 94, ""spd"": 75, ""spe"": 52}"
Gorebyss,368,"[""Water""]",0,22.6,,0,0,0,0,,"{""hp"": 55, ""atk"": 84, ""def"": 105, ""spa"": 114, ""spd"": 75, ""spe"": 52}"
Relicanth,369,"[""Water"", ""Rock""]",0,23.4,0.875,0,0,0,0,,"{""hp"": 100, ""atk"": 90, ""def"": 130, ""spa"": 45, ""spd"": 65, ""spe"": 55}"
Luvdisc,370,"[""Water""]",0,8.7,0.25,0,0,0,0,,"{""hp"": 43, ""atk"": 30, ""def"": 55, ""spa"": 40, ""spd"": 65, ""spe"": 97}"
Bagon,371,"[""Dragon""]",1,42.1,,0,0,0,0,,"{""hp"": 45, ""atk"": 75, ""def"": 60, ""spa"": 40, ""spd"": 30, ""spe"": 50}"
Shelgon,372,"[""Dragon""]",1,110.5,,0,0,0,0,,"{""hp"": 65, ""atk"": 95, ""def"": 100, ""spa"": 60, ""spd"": 50, ""spe"": 50}"
Salamence,373,"[""Dragon"", ""Flying""]",0,102.6,,0,0,0,0,,"{""hp"": 95, ""atk"": 135, ""def"": 80, ""spa"": 110, ""spd"": 80, ""spe"": 100}"
Salamence-Mega,373,"[""Dragon"", ""Flying""]",0,112.6,,0,0,0,1,Salamencite,"{""hp"": 95, ""atk"": 145, ""def"": 130, ""spa"": 120, ""spd"": 90, ""spe"": 120}"
Beldum,374,"[""Steel"", ""Psychic""]",1,95.2,,0,0,0,0,,"{""hp"": 40, ""atk"": 55, ""def"": 80, ""spa"": 35, ""spd"": 60, ""spe"": 30}"
Metang,375,"[""Steel"", ""Psychic""]",1,202.5,,0,0,0,0,,"{""hp"": 60, ""atk"": 75, ""def"": 100, ""spa"": 55, ""spd"": 80, ""spe"": 50}"
Metagross,376,"[""Steel"", ""Psychic""]",0,550,,0,0,0,0,,"{""hp"": 80, ""atk"": 135, ""def"": 130, ""spa"": 95, ""spd"": 90, ""spe"": 70}"
Metagross-Mega,376,"[""Steel"", ""Psychic""]",0,942.9,,0,0,0,1,Metagrossite,"{""hp"": 80, ""atk"": 145, ""def"": 150, ""spa"": 105, ""spd"": 110, ""spe"": 110}"
Regirock,377,"[""Rock""]",0,230,,0,0,0,0,,"{""hp"": 80, ""atk"": 100, ""def"": 200, ""spa"": 50, ""spd"": 100, ""spe"": 50}"
Regice,378,"[""Ice""]",0,175,,0,0,0,0,,"{""hp"": 80, ""atk"": 50, ""def"": 100, ""spa"": 100, ""spd"": 200, ""spe"": 50}"
Registeel,379,"[""Steel""]",0,205,,0,0,0,0,,"{""hp"": 80, ""atk"": 75, ""def"": 150, ""spa"": 75, ""spd"": 150, ""spe"": 50}"
Latias,380,"[""Dragon"", ""Psychic""]",0,40,,0,0,0,0,,"{""hp"": 80, ""atk"": 80, ""def"": 90, ""spa"": 110, ""spd"": 130, ""spe"": 110}"
