id,name,dex_num,description,blocked_by_neut_gas,ignored
a356cc36-88e6-4e83-a0d3-77e9c2be79ab,Misty Surge,228,"On switch-in, this Pokemon summons Misty Terrain.",false,false
a38b9ecb-11db-444a-bc33-3c36b496c3f7,Curious Medicine,261,"On switch-in, this Pokemon's allies have their stat stages reset to 0.",false,false
a392bc42-c6ee-4c6c-8e95-922301a147be,Thick Fat,47,Fire-/Ice-type moves against this Pokemon deal damage with a halved offensive stat.,false,false
a5cd02ff-2c92-4b3e-808b-5b05b5dcfd6c,Fur Coat,169,This Pokemon's Defense is doubled.,false,false
a61551e1-137f-41d6-bb55-82f4ae350643,Oblivious,12,This Pokemon cannot be infatuated or taunted. Immune to Intimidate.,false,false
a69d887e-06ee-4054-af20-d8f4ebf3ee2b,Skill Link,92,This Pokemon's multi-hit attacks always hit the maximum number of times.,false,false
a8aeb5cc-aeec-455a-ab37-2163a2320b9f,Anticipation,107,"On switch-in, this Pokemon shudders if any foe has a supereffective or OHKO move.",false,false
ac59897e-43f9-4102-b707-ecae52fa25a6,Rough Skin,24,Pokemon making contact with this Pokemon lose 1/8 of their max HP.,false,false
acae8cd1-fb97-4648-85ca-96f3845d2114,Scrappy,113,"Fighting, Normal moves hit Ghost. Immune to Intimidate.",false,false
acc7619f-72e1-40f2-9c8f-94eae08c7518,Water Veil,41,This Pokemon cannot be burned. Gaining this Ability while burned cures it.,false,false
acc9a774-35b3-4258-8bf5-301618b24b63,Screen Cleaner,251,"On switch-in, the effects of Aurora Veil, Light Screen, and Reflect end for both sides.",false,false
ad723869-7949-434c-b91e-f495c7f384e1,Mind's Eye,300,"Fighting, Normal moves hit Ghost. Accuracy can't be lowered, ignores evasiveness.",false,false
aed480be-81a8-4511-85fe-8991246ef1f1,Supreme Overlord,293,"This Pokemon's moves have 10% more power for each fainted ally, up to 5 allies.",false,false
af8cc9c5-8d41-4af1-b8c6-265b53978f3b,Battle Armor,4,This Pokemon cannot be struck by a critical hit.,false,false
b0565e79-6680-41c2-a8e5-fbd0b46213df,Sap Sipper,157,This Pokemon's Attack is raised 1 stage if hit by a Grass move; Grass immunity.,false,false
b1f357fd-9149-4886-94f0-4c86b98c7c59,Poison Heal,90,This Pokemon is healed by 1/8 of its max HP each turn when poisoned; no HP loss.,false,false
b22fe0c5-ddf8-4c41-8366-e0a33d925ef9,Lingering Aroma,268,Making contact with this Pokemon has the attacker's Ability become Lingering Aroma.,false,false
b28f3f05-452c-42f9-a957-b9b1629e1521,Aroma Veil,165,"Protects user/allies from Attract, Disable, Encore, Heal Block, Taunt, and Torment.",false,false
b2a7c6f4-5e2f-4ce2-bb4e-3c30b04b5a7e,Shed Skin,61,This Pokemon has a 33% chance to have its status cured at the end of each turn.,false,false
b2b53a5c-f14b-4eef-9c42-30e62cc74124,Unburden,84,"Speed is doubled on held item loss; boost is lost if it switches, gets new item/Ability.",false,false
b3fb57ed-c864-4c08-8aa3-2c0eea4abafc,Frisk,119,"On switch-in, this Pokemon identifies the held items of all opposing Pokemon.",false,false
b46fd4a8-acd5-47d9-aca1-9fadd6eb0f64,Levitate,26,This Pokemon is immune to Ground; Gravity/Ingrain/Smack Down/Iron Ball nullify it.,false,false
b4876708-c10a-48d8-979b-9427ee44a6fd,Queenly Majesty,214,This Pokemon and its allies are protected from opposing priority moves.,false,false
b4fe4a32-7316-48a3-a8bc-c31fd5550a9b,Tera Shell,308,"Terapagos: If full HP, attacks taken have 0.5x effectiveness unless naturally immune.",false,false
b5d0b349-0ab8-42d8-b5e0-c4d8b48089db,Steelworker,200,This Pokemon's offensive stat is multiplied by 1.5 while using a Steel-type attack.,false,false
b6b3ffb6-3a9d-45c1-ba7e-7297f99a7fb2,Air Lock,76,"While this Pokemon is active, the effects of weather conditions are disabled.",false,false
b728fcc5-a1c0-4e49-8fa1-a58cee5fb854,Gluttony,82,This Pokemon eats Berries at 1/2 max HP or less instead of their usual 1/4 max HP.,false,false
b7f66104-a4ad-4e11-bd9a-a593dd8551c3,Slush Rush,202,"If Snow is active, this Pokemon's Speed is doubled.",false,false
b7fb88f6-05e2-4f67-a1db-590e564fdf52,Wandering Spirit,254,Pokemon making contact with this Pokemon have their Ability swapped with this one.,false,false
b905e7a8-7c8c-4108-9947-6da3af991602,RKS System,225,"If this Pokemon is a Silvally, its type changes to match its held Memory.",true,false
bbd88abe-c636-4586-aa0e-250a41a70c58,Analytic,148,This Pokemon's attacks have 1.3x power if it is the last to move in a turn.,false,false
bc99dfd0-48b9-4299-983d-35b67059ffad,Receiver,222,This Pokemon copies the Ability of an ally that faints.,false,false
bd40b284-a73c-4c8b-be7b-34c80ddd238f,Slow Start,112,"On switch-in, this Pokemon's Attack and Speed are halved for 5 turns.",false,false
beddaccf-929f-4a96-8c2c-928fef6f4fab,Well-Baked Body,273,This Pokemon's Defense is raised 2 stages if hit by a Fire move; Fire immunity.,false,false
c05057b5-30ad-4138-a182-ae9bdd36ec9f,Sweet Veil,175,This Pokemon and its allies cannot fall asleep; those already asleep do not wake up.,false,false
c097a49e-9630-4d2c-a90f-7a840b7d2268,Mycelium Might,298,This Pokemon's Status moves go last in their priority bracket and ignore Abilities.,false,false
c0f8e670-c056-43dd-9ef8-99cb1954d563,Effect Spore,27,30% chance of poison/paralysis/sleep on others making contact with this Pokemon.,false,false
c179087b-d826-43bd-9018-68160e6214ca,Rocky Payload,276,This Pokemon's offensive stat is multiplied by 1.5 while using a Rock-type attack.,false,false
c1edbeaf-334b-4aea-8908-edeef4fc0fcb,Tinted Lens,110,This Pokemon's attacks that are not very effective on a target deal double damage.,false,false
c2ca953f-7dc7-4bf7-89f4-a80e8648c62c,Grim Neigh,265,This Pokemon's Sp. Atk is raised by 1 stage if it attacks and KOes another Pokemon.,false,false
c531a93f-2d90-4e63-96ce-3a303847673c,Dazzling,219,This Pokemon and its allies are protected from opposing priority moves.,false,false
c535ca99-723a-4806-8ded-bc4390b5b1da,Hospitality,299,"On switch-in, this Pokemon restores 1/4 of its ally's maximum HP, rounded down.",false,false
c5782b98-c758-4f5b-9d25-2effef5058c2,Reckless,120,This Pokemon's attacks with recoil or crash damage have 1.2x power; not Struggle.,false,false
c5b858bc-8281-40cc-890d-10d5afb3d70c,Download,88,"On switch-in, Attack or Sp. Atk is raised 1 stage based on the foes' weaker Defense.",false,false
c8a16bba-422c-465c-8994-968a20b1fe88,Sheer Force,125,This Pokemon's attacks with secondary effects have 1.3x power; nullifies the effects.,false,false
c8a1c61f-5f9a-45c4-8f9e-b9bf86f3b81d,Stall,100,This Pokemon moves last among Pokemon using the same or greater priority moves.,false,false
c92827d9-ff83-4893-95b9-bfad4da0047e,Vessel of Ruin,284,Active Pokemon without this Ability have their Special Attack multiplied by 0.75.,false,false
c94d5211-c427-4ba7-a458-a4d99d5c6eb2,Swift Swim,33,"If Rain Dance is active, this Pokemon's Speed is doubled.",false,false
c9bc239a-ec23-4159-9c5c-b7f6c4695f61,Poison Puppeteer,310,"Pecharunt: If this Pokemon poisons a target, the target also becomes confused.",false,false
c9c9e9a4-2a01-4b15-abba-6ec5917ed57a,Rock Head,69,This Pokemon does not take recoil damage besides Struggle/Life Orb/crash damage.,false,false
ca68d95f-4aa8-4644-a490-b9dae5879a35,Flash Fire,18,This Pokemon's Fire attacks do 1.5x damage if hit by one Fire move; Fire immunity.,false,false
caa24940-9a55-4519-88a1-df96ed32992b,Stance Change,176,"If Aegislash, changes Forme to Blade before attacks and Shield before King's Shield.",true,false
caf0624e-8ebf-4dc2-b576-0a732fca0aab,Forewarn,108,"On switch-in, this Pokemon is alerted to the foes' move with the highest power.",false,false
cb5c83d6-7e1a-448e-8166-3b19ced4b72f,Tough Claws,181,This Pokemon's contact moves have their power multiplied by 1.3.,false,false
cc518a40-62b8-40d3-a3b7-c5e0474f7932,Liquid Ooze,64,This Pokemon damages those draining HP from it for as much as they would heal.,false,false
cdf67e6b-4764-488c-8171-efc6206ce3e9,Blaze,66,"At 1/3 or less of its max HP, this Pokemon's offensive stat is 1.5x with Fire attacks.",false,false
ce1042a9-366c-42df-80e7-b5a9db9a1ffd,Serene Grace,32,This Pokemon's moves have their secondary effect chance doubled.,false,false
cf19b51a-7dbb-4554-8f27-fd744dacd93d,Strong Jaw,173,This Pokemon's bite-based attacks have 1.5x power. Bug Bite is not boosted.,false,false
d0e7e06e-583f-40bc-8c8c-10d53476c7bd,Symbiosis,180,"If an ally uses its item, this Pokemon gives its item to that ally immediately.",false,false
d0f7ccd9-9d90-4749-becc-fbde3a7411e8,Super Luck,105,This Pokemon's critical hit ratio is raised by 1 stage.,false,false
d19d3558-a12d-4a55-beef-9b8a59748f97,Stakeout,198,This Pokemon's offensive stat is doubled against a target that switched in this turn.,false,false
d1cab16a-0de3-44f8-8625-4a4a053be545,Inner Focus,39,This Pokemon cannot be made to flinch. Immune to Intimidate.,false,false
d1fec1b2-8d50-40cf-8338-005d7ca2d6c5,Volt Absorb,10,This Pokemon heals 1/4 of its max HP when hit by Electric moves; Electric immunity.,false,false
d29f68cd-21f8-49ce-8a24-bffc51b42614,Forecast,59,"Castform's type changes to the current weather condition's type, except Sandstorm.",false,false
d341c305-c7cc-48bc-9fa3-0bd7d296f428,Wonder Skin,147,Status moves with accuracy checks are 50% accurate when used on this Pokemon.,false,false
d359e402-95fb-49db-8b4d-9d651ef2825b,Sand Stream,45,"On switch-in, this Pokemon summons Sandstorm.",false,false
d4f069aa-8f99-4bcf-b6f3-5a65cc94d0ec,Steadfast,80,"If this Pokemon flinches, its Speed is raised by 1 stage.",false,false
d52be6a3-9bf3-4c97-b621-fbdec2445a47,Surge Surfer,207,"If Electric Terrain is active, this Pokemon's Speed is doubled.",false,false
d620c8b7-83b6-4b12-b714-bbd638be9d53,Perish Body,253,Making contact with this Pokemon starts the Perish Song effect for it and the attacker.,false,false
d672f71b-a188-4a05-ae50-a4c83d846d60,Multiscale,136,"If this Pokemon is at full HP, damage taken from attacks is halved.",false,false
d6a746c0-7a7c-4787-91c0-d587b0b4ba05,Poison Touch,143,This Pokemon's contact moves have a 30% chance of poisoning.,false,false
da82f319-5f1f-4029-8627-a2d87a30f37f,Tera Shift,307,"If this Pokemon is a Terapagos, it transforms into its Terastal Form on entry.",true,false
db3962d5-6c2a-4dff-925b-1fa8bf171b01,Unseen Fist,260,"This Pokemon's contact moves ignore the target's protection, except Max Guard.",false,false
dc894a2a-a246-4ebc-89fa-0fe4c3da3a19,Moxie,153,This Pokemon's Attack is raised by 1 stage if it attacks and KOes another Pokemon.,false,false
dcc0a170-da5b-443e-bfd0-ac449ecd967a,Competitive,172,This Pokemon's Sp. Atk is raised by 2 for each of its stats that is lowered by a foe.,false,false
dcdaa9de-155f-4d30-b7b3-9da2ca0ee3af,Sand Veil,8,"If Sandstorm is active, this Pokemon's evasiveness is 1.25x; immunity to Sandstorm.",false,false
dd288dde-d4d2-401e-95b3-8efaecd09339,Leaf Guard,102,"If Sunny Day is active, this Pokemon cannot be statused and Rest will fail for it.",false,false
df4db7c4-cab4-47d1-b1a1-e59f8f16e908,Electromorphosis,280,This Pokemon gains the Charge effect when it takes a hit from an attack.,false,false
dfa641ad-690b-4f23-9500-a2d2d6cf747d,Regenerator,144,"This Pokemon restores 1/3 of its maximum HP, rounded down, when it switches out.",false,false
dff7a8ef-c7ca-4f8f-bfcb-b3ded49de05c,Gorilla Tactics,255,"This Pokemon's Attack is 1.5x, but it can only select the first move it executes.",false,false
e1ac2e47-ba1a-4990-ae7f-03228cd52a80,Guard Dog,275,Immune to Intimidate. Intimidated: +1 Attack. Cannot be forced to switch out.,false,false
e3a0d13e-3a67-4e29-af7a-61b21368614e,Primordial Sea,189,"On switch-in, heavy rain begins until this Ability is not active in battle.",false,false
e4ad33e4-f17a-4926-8181-53f56af196c9,Mummy,152,Pokemon making contact with this Pokemon have their Ability changed to Mummy.,false,false
e5ab925d-0712-4a62-bc0b-052cb7d2fa6e,Corrosion,212,This Pokemon can poison or badly poison a Pokemon regardless of its typing.,false,false
e6c26be5-9465-4a49-aa42-105eb46b5c61,Flare Boost,138,"While this Pokemon is burned, its special attacks have 1.5x power.",false,false
e7df22e0-ff5d-4349-81ce-48dd2fb3ed94,Transistor,262,This Pokemon's offensive stat is multiplied by 1.3 while using an Electric-type attack.,false,false
e7e0374e-e2ca-4060-ac44-0c9a3e1319c4,Disguise,209,"(Mimikyu only) The first hit it takes is blocked, and it takes 1/8 HP damage instead.",true,false
e8ce8f04-a21e-43c4-98ea-00613fbc8710,Stalwart,242,This Pokemon's moves cannot be redirected to a different target by any effect.,false,false
e9b58749-80d8-4f5f-abfe-d4c20b9f34f4,Water Absorb,11,This Pokemon heals 1/4 of its max HP when hit by Water moves; Water immunity.,false,false
eb535648-d15e-4046-869a-788641fe974f,Plus,57,"If an active ally has this Ability or the Minus Ability, this Pokemon's Sp. Atk is 1.5x.",false,false
ec27604a-d8c3-46d5-a254-190c52e25e2b,As One (Spectrier),267,Combination of the Unnerve and Grim Neigh Abilities.,true,false
ec40190e-b5af-4486-b472-8b332fa52e0d,Dancer,216,"After another Pokemon uses a dance move, this Pokemon uses the same move.",false,false
ed959385-60d1-4d44-97ee-3c82b926080b,Torrent,67,"At 1/3 or less of its max HP, this Pokemon's offensive stat is 1.5x with Water attacks.",false,false
eee9e09c-6f41-4db5-b2bb-3bdae0617d4f,Ice Body,115,"If Snow is active, this Pokemon heals 1/16 of its max HP each turn.",false,false
ef8a4133-e2e5-462b-bdeb-eafd6b198c31,Teravolt,164,This Pokemon's moves and their effects ignore the Abilities of other Pokemon.,false,false
efd5dfeb-33f7-4e6a-9a80-663435ebdbef,Chlorophyll,34,"If Sunny Day is active, this Pokemon's Speed is doubled.",false,false
f00ca13f-0d02-4ec2-9557-dbbd9eae6f41,Propeller Tail,239,This Pokemon's moves cannot be redirected to a different target by any effect.,false,false
f081028a-562a-4e3f-a8f7-e6fc7af45d65,Friend Guard,132,This Pokemon's allies receive 3/4 damage from other Pokemon's attacks.,false,false
f08f2202-6cb8-4070-8192-f312a0510405,Lightning Rod,31,This Pokemon draws Electric moves to itself to raise Sp. Atk by 1; Electric immunity.,false,false
f23c8aac-31c6-4a7f-8380-66a984e431e4,Punk Rock,244,This Pokemon receives 1/2 damage from sound moves. Its own have 1.3x power.,false,false
f26524fb-4bce-44b5-8241-9b3bc2b0078a,Berserk,201,This Pokemon's Sp. Atk is raised by 1 when it reaches 1/2 or less of its max HP.,false,false
f316db9b-cd7c-4fdc-bc35-7aa99b7c4928,Neuroforce,233,This Pokemon's attacks that are super effective against the target do 1.25x damage.,false,false
f448dcde-64e8-491c-90d9-50879de53a6d,Solid Rock,116,This Pokemon receives 3/4 damage from supereffective attacks.,false,false
f4e3eb08-5dbf-4b6d-97cb-207f0ee8713f,Power Spot,249,This Pokemon's allies have the power of their moves multiplied by 1.3.,false,false
f5f753b7-9678-4e4b-b900-875cf77e4b20,Beads of Ruin,284,Active Pokemon without this Ability have their Special Defense multiplied by 0.75.,false,false
f72ae444-c01b-40bf-b42c-91d57ba82817,Dark Aura,186,"While this Pokemon is active, a Dark move used by any Pokemon has 1.33x power.",false,false
f775659a-a4b2-427c-82ca-39c4723f80d9,Water Bubble,199,This Pokemon's Water power is 2x; it can't be burned; Fire power against it is halved.,false,false
f864c759-a7dc-44a7-835d-a90b0a86b311,Multitype,121,"If this Pokemon is an Arceus, its type changes to match its held Plate.",true,false
f95317e3-034c-4c2d-9a33-80b2c6478589,Embody Aspect (Cornerstone),304,"On switch-in, this Pokemon's Defense is raised by 1 stage.",false,false
f99d584c-fa7a-48da-bad2-2d1374b3e25a,Illuminate,35,This Pokemon's accuracy can't be lowered by others; ignores their evasiveness stat.,false,false
f9ab2d5d-a150-4bf5-8025-7e423ad7631e,Magnet Pull,42,Prevents opposing Steel-type Pokemon from choosing to switch out.,false,false
fb7a8260-7475-418b-8805-87c3e5b52836,Steely Spirit,252,This Pokemon and its allies' Steel-type moves have their power multiplied by 1.5.,false,false
fe7b949b-ed5d-4d6c-8a48-1af139b62617,Cloud Nine,13,"While this Pokemon is active, the effects of weather conditions are disabled.",false,false
